timestamp,totalvotes
"2020-11-09 14:45:53",424
"2020-11-09 15:51:34",424
"2020-11-09 16:31:43",424
"2020-11-09 17:11:11",424
"2020-11-09 18:56:27",424
"2020-11-09 19:31:31",424
"2020-11-09 21:31:25",424
"2020-11-09 21:35:31",424
"2020-11-09 22:44:59",424
"2020-11-09 23:44:13",424
"2020-11-10 00:22:30",424
"2020-11-10 06:03:21",424
"2020-11-10 14:57:39",424
"2020-11-10 16:18:07",424
"2020-11-10 18:52:23",424
"2020-11-10 20:13:12",424
"2020-11-10 21:30:56",424
"2020-11-10 21:45:52",424
"2020-11-10 23:31:18",424
"2020-11-11 00:16:54",424
"2020-11-11 03:01:18",424
"2020-11-11 03:16:00",424
"2020-11-11 20:31:19",424
"2020-11-11 21:50:46",424
